PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
W043,LEASE-RENT OF PUMPS & COMPRESSORS,11/15/1978,9/30/2011,Lease or Rental of Equipment: Pumps and Compressors,,,
W043,LEASE OR RENTAL OF EQUIPMENT- PUMPS AND COMPRESSORS,10/1/2011,,Lease or Rental of Equipment: Pumps and Compressors,,,
W044,LEASE-RENT OF FURNACE-NUCLEAR REAC,10/15/1978,9/30/2011,"Lease or Rental of Equipment: Furnace, Steam Plant, and Drying Equipment; and Nuclear Reactors",,,
W044,"LEASE OR RENTAL OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS",10/1/2011,,"Lease or Rental of Equipment: Furnace, Steam Plant, and Drying Equipment; and Nuclear Reactors",,,
W045,LEASE-RENT OF PLUMBING-HEATING EQ,10/15/1978,9/30/2011,"Lease or Rental of Equipment: Plumbing, Heating, and Waste Disposal Equipment",,,
W045,"LEASE OR RENTAL OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",10/1/2011,,"Lease or Rental of Equipment: Plumbing, Heating, and Waste Disposal Equipment",,,
W046,LEASE-RENT OF WATER PURIFICATION EQ,10/15/1978,9/30/2011,Lease or Rental of Equipment: Water Purification and Sewage Treatment Equipment,,,
W046,LEASE OR RENTAL OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,10/1/2011,,Lease or Rental of Equipment: Water Purification and Sewage Treatment Equipment,,,
W047,"LEASE OR RENTAL OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS",10/1/2011,,"Lease or Rental of Equipment: Pipe, Tubing, Hose, and Fittings",,,
W047,LEASE-RENT OF PIPE-TUBING-HOSE,7/15/1979,9/30/2011,"Lease or Rental of Equipment: Pipe, Tubing, Hose, and Fittings",,,
W048,LEASE-RENT OF VALVES,10/15/1979,9/30/2011,Lease or Rental of Equipment: Valves,,,
W048,LEASE OR RENTAL OF EQUIPMENT- VALVES,10/1/2011,,Lease or Rental of Equipment: Valves,,,
W049,LEASE-RENT OF MAINT REPAIR SHOP EQ,10/15/1978,9/30/2011,Lease or Rental of Equipment: Maintenance and Repair Shop Equipment,,,
W049,LEASE OR RENTAL OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,10/1/2011,,Lease or Rental of Equipment: Maintenance and Repair Shop Equipment,,,
W051,LEASE-RENT OF HAND TOOLS,11/15/1980,9/30/2011,Lease or Rental of Equipment: Hand Tools,,,
W051,LEASE OR RENTAL OF EQUIPMENT- HAND TOOLS,10/1/2011,,Lease or Rental of Equipment: Hand Tools,,,
W052,LEASE OR RENTAL OF EQUIPMENT- MEASURING TOOLS,10/1/2011,,Lease or Rental of Equipment: Measuring Tool,,,
W052,LEASE-RENT OF MEASURING TOOLS,5/15/1981,9/30/2011,Lease or Rental of Equipment: Measuring Tool,,,
W053,LEASE OR RENTAL OF EQUIPMENT- HARDWARE AND ABRASIVES,10/1/2011,,Lease or Rental of Equipment: Hardware and Abrasives,,,
W053,LEASE-RENT OF HARDWARE & ABRASIVES,10/15/1981,9/30/2011,Lease or Rental of Equipment: Hardware and Abrasives,,,
W054,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING,10/1/2011,,Lease or Rental of Equipment: Prefabricated Structures  and Scaffolding,,,
W054,LEASE-RENT OF PREFAB STRUCTURES,2/15/1979,9/30/2011,Lease or Rental of Equipment: Prefabricated Structures  and Scaffolding,,,
W055,LEASE-RENT OF LUMBER & MILLWORK,9/15/1986,9/30/2011,"Lease or Rental of Equipment: Lumber, Millwork, Plywood, and Veneer",,,
W055,"LEASE OR RENTAL OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER",10/1/2011,,"Lease or Rental of Equipment: Lumber, Millwork, Plywood, and Veneer",,,
W056,LEASE-RENT OF CONTRUCT MATERIAL,3/15/1982,9/30/2011,Lease or Rental of Equipment: Construction and Building Materials,,,
W056,LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS,10/1/2011,,Lease or Rental of Equipment: Construction and Building Materials,,,
W058,"LEASE OR RENTAL OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",10/1/2011,,"Lease or Rental of Equipment: Communication, Detection, and Coherent Radiation Equipment",,,
W058,LEASE-RENT OF COMMUNICATION EQ,10/15/1978,9/30/2011,"Lease or Rental of Equipment: Communication, Detection, and Coherent Radiation Equipment",,,
W059,LEASE-RENT OF ELECT-ELCT EQ,10/15/1978,9/30/2011,Lease or Rental of Equipment: Electrical and Electronic Equipment Components,,,
W059,LEASE OR RENTAL OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,10/1/2011,,Lease or Rental of Equipment: Electrical and Electronic Equipment Components,,,
W060,LEASE-RENT OF FIBER OPTICS MAT,10/1/1991,9/30/2011,"Lease or Rental of Equipment: Fiber Optics Materials, Components, Assemblies, and Accessories",,,
W060,"LEASE OR RENTAL OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",10/1/2011,,"Lease or Rental of Equipment: Fiber Optics Materials, Components, Assemblies, and Accessories",,,
W061,LEASE OR RENTAL OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,10/1/2011,,"Lease or Rental of Equipment: Electric Wire, and Power and Distribution Equipment",,,
W061,LEASE-RENT OF POWER DISTRIBUTION EQ,1/15/1979,9/30/2011,"Lease or Rental of Equipment: Electric Wire, and Power and Distribution Equipment",,,
W062,LEASE-RENT OF LIGHTING FIXTURES,11/15/1984,9/30/2011,Lease or Rental of Equipment: Lighting Fixtures and Lamps,,,
W062,LEASE OR RENTAL OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS,10/1/2011,,Lease or Rental of Equipment: Lighting Fixtures and Lamps,,,
W063,"LEASE OR RENTAL OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",10/1/2011,,"Lease or Rental of Equipment: Alarm, Signal, and Security Detection Systems",,,
W063,LEASE-RENT OF ALARM & SIGNAL SYSTEM,10/15/1978,9/30/2011,"Lease or Rental of Equipment: Alarm, Signal, and Security Detection Systems",,,
W065,"LEASE OR RENTAL OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",10/1/2011,,"Lease or Rental of Equipment: Medical, Dental, and Veterinary Equipment and Supplies",,,
W065,LEASE-RENT OF MEDICAL-DENTAL-VET EQ,10/15/1978,9/30/2011,"Lease or Rental of Equipment: Medical, Dental, and Veterinary Equipment and Supplies",,,
W066,LEASE-RENT OF INSTRUMENTS & LAB EQ,10/15/1978,9/30/2011,Lease or Rental of Equipment: Instruments and Laboratory Equipment,,,
W066,LEASE OR RENTAL OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,10/1/2011,,Lease or Rental of Equipment: Instruments and Laboratory Equipment,,,
W067,LEASE OR RENTAL OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT,10/1/2011,,Lease or Rental of Equipment: Photographic Equipment,,,
W067,LEASE-RENT OF PHOTOGRAPHIC EQ,10/15/1978,9/30/2011,Lease or Rental of Equipment: Photographic Equipment,,,
W068,LEASE-RENT OF CHEMICAL PRODUCTS,10/15/1978,9/30/2011,Lease or Rental of Equipment: Chemicals and Chemical Products,,,
W068,LEASE OR RENTAL OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS,10/1/2011,,Lease or Rental of Equipment: Chemicals and Chemical Products,,,
W069,LEASE-RENT OF TRAINING AIDS-DEVICES,10/15/1978,9/30/2011,Lease or Rental of Equipment: Training Aids and Devices,,,
W069,LEASE OR RENTAL OF EQUIPMENT- TRAINING AIDS AND DEVICES,10/1/2011,,Lease or Rental of Equipment: Training Aids and Devices,,,
W070,LEASE-RENT OF ADP EQ & SUPPLIES,10/15/1978,9/30/2011,"Lease or Rental of Equipment: Automatic Data Processing Equipment (Including  Firmware), Software, Supplies and Support Equipment",,,
W070,LEASE OR RENTAL OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,10/1/2011,,"Lease or Rental of Equipment: Automatic Data Processing Equipment (Including  Firmware), Software, Supplies and Support Equipment",,,
W071,LEASE OR RENTAL OF EQUIPMENT- FURNITURE,10/1/2011,,Lease or Rental of Equipment: Furniture,,,
W071,LEASE-RENT OF FURNITURE,10/15/1978,9/30/2011,Lease or Rental of Equipment: Furniture,,,
W072,LEASE OR RENTAL OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,10/1/2011,,Lease or Rental of Equipment: Household and Commercial Furnishings and Appliances,,,
W072,LEASE-RENT OF HOUSEHOLD FURNISHINGS,10/15/1978,9/30/2011,Lease or Rental of Equipment: Household and Commercial Furnishings and Appliances,,,
W073,LEASE OR RENTAL OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT,10/1/2011,,Lease or Rental of Equipment: Food Preparation and Serving Equipment,,,
W073,LEASE-RENT OF FOOD PREP-SERVING EQ,10/15/1978,9/30/2011,Lease or Rental of Equipment: Food Preparation and Serving Equipment,,,
W074,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",10/1/2011,,"Lease or Rental of Equipment: Office Machines, Text Processing Systems and Visible Record Equipment",,,
W074,LEASE-RENT OF OFFICE MACHINES,10/15/1978,9/30/2011,"Lease or Rental of Equipment: Office Machines, Text Processing Systems and Visible Record Equipment",,,
W075,LEASE OR RENTAL OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES,10/1/2011,,Lease or Rental of Equipment: Office Supplies and Devices,,,
W075,LEASE-RENT OF OFFICE SUPPLIES,10/15/1978,9/30/2011,Lease or Rental of Equipment: Office Supplies and Devices,,,
W076,LEASE-RENT OF BOOKS-MAPS-PUBS,10/15/1978,9/30/2011,"Lease or Rental of Equipment: Books, Maps, and Other Publications",,,
W076,"LEASE OR RENTAL OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS",10/1/2011,,"Lease or Rental of Equipment: Books, Maps, and Other Publications",,,
W077,LEASE OR RENTAL OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO,10/1/2011,,"Lease or Rental of Equipment: Musical Instruments, Phonographs, and Home Type Radios",,,
W077,LEASE-RENT OF MUSICAL INST-RADIO-TV,11/15/1981,9/30/2011,"Lease or Rental of Equipment: Musical Instruments, Phonographs, and Home Type Radios",,,
W078,LEASE OR RENTAL OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT,10/1/2011,,Lease or Rental of Equipment: Recreational and Athletic Equipment,,,
W078,LEASE-RENT OF RECREATIONAL EQ,10/15/1978,9/30/2011,Lease or Rental of Equipment: Recreational and Athletic Equipment,,,
W079,LEASE-RENT OF CLEANING EQ,10/15/1978,9/30/2011,Lease or Rental of Equipment: Cleaning Equipment and Supplies,,,
W079,LEASE OR RENTAL OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES,10/1/2011,,Lease or Rental of Equipment: Cleaning Equipment and Supplies,,,
W080,LEASE-RENT OF BRUSHES-PAINTS-SEALER,1/15/1985,9/30/2011,"Lease or Rental of Equipment: Brushes, Paints, Sealers, and Adhesives",,,
W080,"LEASE OR RENTAL OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES",10/1/2011,,"Lease or Rental of Equipment: Brushes, Paints, Sealers, and Adhesives",,,
W081,"LEASE OR RENTAL OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES",10/1/2011,,"Lease or Rental of Equipment: Containers, Packaging, and Packing Supplies",,,
W081,LEASE-RENT OF CONTAINERS-PACKAGING,4/15/1979,9/30/2011,"Lease or Rental of Equipment: Containers, Packaging, and Packing Supplies",,,
W083,"LEASE OR RENTAL OF EQUIPMENT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS",10/1/2011,,"Lease or Rental of Equipment: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
W083,LEASE-RENT OF TEXTILES-LEATHER-FURS,11/15/1978,9/30/2011,"Lease or Rental of Equipment: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
W084,LEASE-RENT OF CLOTHING - INDIVID EQ,10/15/1978,9/30/2011,"Lease or Rental of Equipment: Clothing, Individual Equipment, and Insignia",,,
W084,"LEASE OR RENTAL OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",10/1/2011,,"Lease or Rental of Equipment: Clothing, Individual Equipment, and Insignia",,,
W085,LEASE OR RENTAL OF EQUIPMENT- TOILETRIES,10/1/2011,,Lease or Rental of Equipment: Toiletries,,,
W085,LEASE-RENT OF TOILETRIES,10/15/1978,9/30/2011,Lease or Rental of Equipment: Toiletries,,,
W087,LEASE-RENT OF AGRICULTURAL SUPPLIES,10/1/1991,9/30/2011,Lease or Rental of Equipment: Agricultural Supplies,,,
W087,LEASE OR RENTAL OF EQUIPMENT- AGRICULTURAL SUPPLIES,10/1/2011,,Lease or Rental of Equipment: Agricultural Supplies,,,
W088,LEASE OR RENTAL OF EQUIPMENT- LIVE ANIMALS,10/1/2011,,Lease or Rental of Equipment: Live Animals,,,
W088,LEASE-RENT OF LIVE ANIMALS,10/1/1991,9/30/2011,Lease or Rental of Equipment: Live Animals,,,
W089,LEASE OR RENTAL OF EQUIPMENT- SUBSISTENCE,10/1/2011,,Lease or Rental of Equipment: Subsistence,,,
W089,LEASE-RENT OF SUBSISTENCE,12/15/1978,9/30/2011,Lease or Rental of Equipment: Subsistence,,,
W091,"LEASE OR RENTAL OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",10/1/2011,,"Lease or Rental of Equipment: Fuels, Lubricants, Oils, and Waxes",,,
W091,LEASE-RENT OF FUELS-LUBRICANTS-OILS,10/15/1978,9/30/2011,"Lease or Rental of Equipment: Fuels, Lubricants, Oils, and Waxes",,,
W093,LEASE OR RENTAL OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS,10/1/2011,,Lease or Rental of Equipment: Nonmetallic Fabricated Materials,,,
W093,LEASE-RENT OF NONMETALIC FAB MAT,10/1/1991,9/30/2011,Lease or Rental of Equipment: Nonmetallic Fabricated Materials,,,
W094,LEASE-RENT OF NONMETALIC CRUDE MAT,10/1/1991,9/30/2011,Lease or Rental of Equipment: Nonmetallic Crude Materials,,,
W094,LEASE OR RENTAL OF EQUIPMENT- NONMETALLIC CRUDE MATERIALS,10/1/2011,,Lease or Rental of Equipment: Nonmetallic Crude Materials,,,
W095,"LEASE OR RENTAL OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES",10/1/2011,,"Lease or Rental of Equipment: Metal Bars, Sheets, and Shapes",,,
W095,LEASE-RENT OF METAL BARS & SHEETS,10/1/1991,9/30/2011,"Lease or Rental of Equipment: Metal Bars, Sheets, and Shapes",,,
W096,LEASE-RENT OF ORES & MINERALS,10/1/1991,9/30/2011,"Lease or Rental of Equipment: Ores, Minerals, and Their Primary Products",,,
W096,"LEASE OR RENTAL OF EQUIPMENT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",10/1/2011,,"Lease or Rental of Equipment: Ores, Minerals, and Their Primary Products",,,
W099,LEASE-RENT OF MISC EQ,10/15/1978,9/30/2011,Lease or Rental of Equipment: Miscellaneous,,,
W099,LEASE OR RENTAL OF EQUIPMENT- MISCELLANEOUS,10/1/2011,,Lease or Rental of Equipment: Miscellaneous,,,
X,LEASE/RENT FACILITIES,10/1/1979,,,,,
X1,LEASE/RENTAL OF BUILDINGS,10/1/1979,,,,,
X111,LEASE/RENTAL OF OFFICE BUILDINGS,10/15/1978,9/30/2011,Lease/Rental of Office Buildings,,,
X112,LEASE-RENT OF CONF SPACE & FAC,9/15/1990,9/30/2011,Lease/Rental of Conference Space and Facilities,,,
X119,LEASE-RENT OF OTHER ADMIN-SVC BLDGS,10/15/1978,9/30/2011,Lease/Rental of Other Administrative Facilities and Service Buildings,,,
X121,LEASE-RENT OF AIR TRAFFIC TOWERS,10/1/1991,9/30/2011,Lease/Rental of Air Traffic Control Towers,,,
X122,LEASE-RENT OF AIR TRAFFIC TNG FAC,10/1/1991,9/30/2011,Lease/Rental of Air Traffic Control Training Facilities,,,
X123,LEASE-RENT OF RADAR & NAV FACILITY,11/15/1983,9/30/2011,Lease/Rental of Radar and Navigational Facilities,,,
X124,LEASE/RENTAL OF AIRPORT RUNWAYS,12/15/1979,9/30/2011,Lease/Rental of Airport Runways,,,
X125,LEASE/RENTAL OF AIRPORT TERMINALS,10/1/1991,9/30/2011,Lease/Rental of Airport Terminals,,,
X126,LEASE-RENT OF MISSILE SYSTEMS FAC,11/15/1979,9/30/2011,Lease/Rental of Missile System Facilities,,,
X127,LEASE-RENT OF ELCT & COMM SYS FAC,3/15/1979,9/30/2011,Lease/Rental of Electronic and Communications Facilities,,,
X129,LEASE-RENT OF OTHER AIRFIELD STRUCT,2/15/1979,9/30/2011,Lease/Rental of Other Airfield Structures,,,
X131,LEASE/RENTAL OF SCHOOLS,9/15/1980,9/30/2011,Lease/Rental of Schools,,,
X139,LEASE-RENT OF OTHER EDUCATIONAL BLD,11/15/1978,9/30/2011,Lease/Rental of Other Educational Buildings,,,
X141,LEASE-RENT OF HOSPITALS & INFIRMARY,10/15/1980,9/30/2011,Lease/Rental of Hospitals and Infirmaries,,,
X142,LEASE-RENT OF LABS & CLINICS,1/15/1980,9/30/2011,Lease/Rental of Laboratories and Clinics,,,
X149,LEASE-RENT OF OTHER HOSPITAL BLDGS,7/15/1982,9/30/2011,Lease/Rental of Other Hospital Buildings,,,
X151,LEASE-RENT OF AMMUNITION FACILITIES,11/15/1978,9/30/2011,Lease/Rental of Ammunition Facilities,,,
X152,LEASE-RENT OF MAINT BLDGS,4/15/1979,9/30/2011,Lease/Rental of Maintenance Buildings,,,
X153,LEASE-RENT OF PRODUCTION BLDGS,4/15/1980,9/30/2011,Lease/Rental of Production Buildings,,,
X154,LEASE-RENT OF SHIP CONST-REP FAC,7/15/1979,9/30/2011,Lease/Rental of Ship Construction and Repair Facilities,,,
X155,LEASE-RENT OF TANK AUTOMOTIVE FAC,10/1/1991,9/30/2011,Lease/Rental of Tank Automotive Facilities,,,
X159,LEASE-RENT OF OTHER INDUSTRIAL BLDG,10/15/1980,9/30/2011,Lease/Rental of Other Industrial Buildings,,,
X161,LEASE-RENT OF FAMILY HOUSING,10/15/1978,9/30/2011,Lease/Rental of Family Housing Facilities,,,
X162,LEASE-RENT OF RECREATIONAL BLDGS,1/15/1979,9/30/2011,Lease/Rental of Recreational Buildings,,,
X163,LEASE-RENT OF TROOP HOUSING,10/15/1978,9/30/2011,Lease/Rental of Troop Housing Facilities,,,
X164,LEASE/RENTAL OF DINING FACILITIES,9/15/1991,9/30/2011,Lease/Rental of Dining Facilities,,,
X165,LEASE-RENT OF RELIGIOUS,1/15/1985,9/30/2011,Lease/Rental of Religious Facilities,,,
X166,LEASE/RENTAL OF PENAL FACILITIES,10/1/1991,9/30/2011,Lease/Rental of Penal Facilities,,,
X169,LEASE-RENT OF OTHER RESIDENTIAL BLD,10/15/1978,9/30/2011,Lease/Rental of Other Residential Buildings,,,
X171,LEASE-RENT OF AMMO STORAGE BLDGS,12/15/1983,9/30/2011,Lease/Rental of Ammunition Storage Buildings,,,
X172,LEASE-RENT OF FOOD STORAGE BLDGS,10/15/1978,9/30/2011,Lease/Rental of Food or Grain Storage Buildings,,,
X173,LEASE-RENT OF FUEL STORAGE BLDGS,11/15/1978,9/30/2011,Lease/Rental of Fuel Storage Buildings,,,
X174,LEASE-RENT OF OPEN STORAGE FAC,11/15/1979,9/30/2011,Lease/Rental of Open Storage Facilities,,,
X179,LEASE-RENT OF OTHER WAREHOUSE BLDGS,1/15/1979,9/30/2011,Lease/Rental of Other Warehouse Buildings,,,
X181,LEASE-RENT OF R&D GOCO FACILITIES,3/15/1979,9/30/2011,Lease/Rental of Government-Owned Contractor-Operated (GOCO) R&D Facilities,,,
X182,LEASE-RENT OF R&D GOGO FACILITIES,8/15/1990,9/30/2011,Lease/Rental of Government-Owned Government-Operated (GOGO) R&D Facilities,,,
X183,LEASE-RENT OF R&D GOCO ENVIR LAB,10/1/1991,9/30/2011,Lease/Rental of GOCO Environmental Laboratories,,,
X184,LEASE-RENT OF R&D GOGO ENVIR LAB,10/1/1991,9/30/2011,Lease/Rental of GOGO Environmental Laboratories,,,
X191,LEASE-RENT OF EXHIBITION BUILDINGS,12/15/1978,9/30/2011,Lease/Rental of Museums and Exhibition Buildings,,,
X192,LEASE-RENT OF TEST BUILDINGS,3/15/1988,9/30/2011,Lease/Rental of Testing and Measurement Buildings,,,
X199,LEASE-RENT OF MISC BLDGS,12/15/1978,9/30/2011,Lease/Rental of Miscellaneous Buildings,,,
X1AA,LEASE/RENTAL OF OFFICE BUILDINGS,10/1/2011,,,,,
X1AB,LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES,10/1/2011,,,,,
X1AZ,LEASE/RENTAL OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,10/1/2011,,,,,
X1BA,LEASE/RENTAL OF AIR TRAFFIC CONTROL TOWERS,10/1/2011,,,,,
X1BB,LEASE/RENTAL OF AIR TRAFFIC CONTROL TRAINING FACILITIES,10/1/2011,,,,,
X1BC,LEASE/RENTAL OF RADAR AND NAVIGATIONAL FACILITIES,10/1/2011,,,,,
X1BD,LEASE/RENTAL OF AIRPORT RUNWAYS AND TAXIWAYS,10/1/2011,,,,,
X1BE,LEASE/RENTAL OF AIRPORT TERMINALS,10/1/2011,,,,,
X1BF,LEASE/RENTAL OF MISSILE SYSTEM FACILITIES,10/1/2011,,,,,
X1BG,LEASE/RENTAL OF ELECTRONIC AND COMMUNICATIONS FACILITIES,10/1/2011,,,,,
X1BZ,LEASE/RENTAL OF OTHER AIRFIELD STRUCTURES,10/1/2011,,,,,
X1CA,LEASE/RENTAL OF SCHOOLS,10/1/2011,,,,,
X1CZ,LEASE/RENTAL OF OTHER EDUCATIONAL BUILDINGS,10/1/2011,,,,,
X1DA,LEASE/RENTAL OF HOSPITALS AND INFIRMARIES,10/1/2011,,,,,
X1DB,LEASE/RENTAL OF LABORATORIES AND CLINICS,10/1/2011,,,,,
X1DZ,LEASE/RENTAL OF OTHER HOSPITAL BUILDINGS,10/1/2011,,,,,
X1EA,LEASE/RENTAL OF AMMUNITION FACILITIES,10/1/2011,,,,,
X1EB,LEASE/RENTAL OF MAINTENANCE BUILDINGS,10/1/2011,,,,,
X1EC,LEASE/RENTAL OF PRODUCTION BUILDINGS,10/1/2011,,,,,
X1ED,LEASE/RENTAL OF SHIP CONSTRUCTION AND REPAIR FACILITIES,10/1/2011,,,,,
X1EE,LEASE/RENTAL OF TANK AUTOMOTIVE FACILITIES,10/1/2011,,,,,
X1EZ,LEASE/RENTAL OF OTHER INDUSTRIAL BUILDINGS,10/1/2011,,,,,
X1FA,LEASE/RENTAL OF FAMILY HOUSING FACILITIES,10/1/2011,,,,,
X1FB,LEASE/RENTAL OF RECREATIONAL BUILDINGS,10/1/2011,,,,,
X1FC,LEASE/RENTAL OF TROOP HOUSING FACILITIES,10/1/2011,,,,,
X1FD,LEASE/RENTAL OF DINING FACILITIES,10/1/2011,,,,,
X1FE,LEASE/RENTAL OF RELIGIOUS FACILITIES,10/1/2011,,,,,
X1FF,LEASE/RENTAL OF PENAL FACILITIES,10/1/2011,,,,,
X1FZ,LEASE/RENTAL OF OTHER RESIDENTIAL BUILDINGS,10/1/2011,,,,,
X1GA,LEASE/RENTAL OF AMMUNITION STORAGE BUILDINGS,10/1/2011,,,,,
X1GB,LEASE/RENTAL OF FOOD OR GRAIN STORAGE BUILDINGS,10/1/2011,,,,,
X1GC,LEASE/RENTAL OF FUEL STORAGE BUILDINGS,10/1/2011,,,,,
X1GD,LEASE/RENTAL OF OPEN STORAGE FACILITIES,10/1/2011,,,,,
X1GZ,LEASE/RENTAL OF OTHER WAREHOUSE BUILDINGS,10/1/2011,,,,,
X1HA,LEASE/RENTAL OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,10/1/2011,,,,,
X1HB,LEASE/RENTAL OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,10/1/2011,,,,,
X1HC,LEASE/RENTAL OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES,10/1/2011,,,,,
X1HZ,LEASE/RENTAL OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES,10/1/2011,,,,,
X1JA,LEASE/RENTAL OF MUSEUMS AND EXHIBITION BUILDINGS,10/1/2011,,,,,
X1JB,LEASE/RENTAL OF TESTING AND MEASUREMENT BUILDINGS,10/1/2011,,,,,
X1JZ,LEASE/RENTAL OF MISCELLANEOUS BUILDINGS,10/1/2011,,,,,
X1KA,LEASE/RENTAL OF DAMS,10/1/2011,,,,,
X1KB,LEASE/RENTAL OF CANALS,10/1/2011,,,,,
X1KC,LEASE/RENTAL OF MINE FIRE CONTROL FACILITIES,10/1/2011,,,,,
X1KD,LEASE/RENTAL OF MINE SUBSIDENCE CONTROL FACILITIES,10/1/2011,,,,,
X1KE,LEASE/RENTAL OF SURFACE MINE RECLAMATION FACILITIES,10/1/2011,,,,,
X1KF,LEASE/RENTAL OF DREDGING FACILITIES,10/1/2011,,,,,
X1KZ,LEASE/RENTAL OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,10/1/2011,,,,,
X1LA,LEASE/RENTAL OF AIRPORT SERVICE ROADS,10/1/2011,,,,,
X1LB,"LEASE/RENTAL OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",10/1/2011,,,,,RESURFACING
X1LC,LEASE/RENTAL OF TUNNELS AND SUBSURFACE STRUCTURES,10/1/2011,,,,,
X1LZ,LEASE/RENTAL OF PARKING FACILITIES,10/1/2011,,,,,
X1MA,LEASE/RENTAL OF EPG FACILITIES - COAL,10/1/2011,,,,,
X1MB,LEASE/RENTAL OF EPG FACILITIES - GAS,10/1/2011,,,,,
X1MC,LEASE/RENTAL OF EPG FACILITIES - GEOTHERMAL,10/1/2011,,,,,
X1MD,LEASE/RENTAL OF EPG FACILITIES - HYDRO,10/1/2011,,,,,
X1ME,LEASE/RENTAL OF EPG FACILITIES - NUCLEAR,10/1/2011,,,,,
X1MF,LEASE/RENTAL OF EPG FACILITIES - PETROLEUM,10/1/2011,,,,,
X1MG,LEASE/RENTAL OF EPG FACILITIES - SOLAR,10/1/2011,,,,,
X1MH,LEASE/RENTAL OF EPG FACILITIES - WIND,10/1/2011,,,,,
X1MZ,"LEASE/RENTAL OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",10/1/2011,,,,,
X1NA,LEASE/RENTAL OF FUEL SUPPLY FACILITIES,10/1/2011,,,,,
X1NB,LEASE/RENTAL OF HEATING AND COOLING PLANTS,10/1/2011,,,,,
X1NC,LEASE/RENTAL OF POLLUTION ABATEMENT AND CONTROL FACILITIES,10/1/2011,,,,,
X1ND,LEASE/RENTAL OF SEWAGE AND WASTE FACILITIES,10/1/2011,,,,,
